Bus (ID);Bus (numéro);Etat;Ligne (ID);Ligne (nom court);Code du sens;Destination;Coordonnées;Avance / Retard
-1795761876;-1795761876;Hors-service;;;;;48.098955, -1.633468;
-518912904;-518912904;Hors-service;;;;;48.098315, -1.428995;
478379268;478379268;En ligne;0079;79;1;Rennes;47.978592, -1.712411;-22
-1430947884;-1430947884;Hors-service;;;;;48.17976, -1.652116;
1866727240;1866727240;En ligne;0061;61;0;Saint-Erblon;48.076754, -1.661303;37
1025600256;1025600256;Hors-service;;;;;48.104237, -1.481393;
-1248540888;-1248540888;Hors-service;;;;;48.099357, -1.631956;
2049134236;2049134236;En ligne;0061;61;1;Rennes;48.018244, -1.659857;431
1208007252;1208007252;Hors-service;;;;;48.099198, -1.632117;
1684320244;1684320244;En ligne;0061;61;0;Saint-Erblon;48.032264, -1.661388;47
-1516205076;-1516205076;En ligne;0059;59;0;Bruz;48.069235, -1.6976;179
2134391428;2134391428;Hors-service;;;;;48.053999, -1.719468;
-1333798080;-1333798080;Hors-service;;;;;48.052398, -1.716676;
-1151391084;-1151391084;Hors-service;;;;;48.052077, -1.716835;
-2063426064;-2063426064;Hors-service;;;;;48.052552, -1.716676;
-968984088;-968984088;Hors-service;;;;;48.05208, -1.716755;
-604170096;-604170096;Hors-service;;;;;48.051999, -1.716748;
-1881019068;-1881019068;En ligne;0059;59;0;Bruz;48.023599, -1.744587;304
-786577092;-786577092;Hors-service;;;;;48.052152, -1.716748;
490271880;490271880;En ligne;0059;59;1;Rennes;48.020779, -1.740975;119
-1698612072;-1698612072;En ligne;0059;59;1;Rennes;48.085715, -1.693952;225
-421763100;-421763100;Hors-service;;;;;48.052157, -1.717071;
769828680;769828680;Hors-service;;;;;48.052561, -1.716906;
-56949108;-56949108;Hors-service;;;;;48.051916, -1.717238;
-239356104;-239356104;Hors-service;;;;;48.052157, -1.717071;
1317049668;1317049668;Hors-service;;;;;48.052557, -1.716986;
125457888;125457888;Hors-service;;;;;48.052152, -1.716748;
672678876;672678876;Hors-service;;;;;48.052236, -1.716675;
1499456664;1499456664;Hors-service;;;;;48.05256, -1.717147;
307864884;307864884;Hors-service;;;;;48.052236, -1.716675;
855085872;855085872;Hors-service;;;;;48.052478, -1.717396;
-1518661660;-1518661660;Hors-service;;;;;48.052714, -1.718035;
952235676;952235676;Hors-service;;;;;48.052476, -1.716992;
1681863660;1681863660;Hors-service;;;;;48.106158, -1.674746;
-1153847668;-1153847668;Hors-service;;;;;48.05264, -1.717625;
1134642672;1134642672;Hors-service;;;;;48.052476, -1.716992;
-1883475652;-1883475652;Hors-service;;;;;48.052478, -1.717396;
-789033676;-789033676;Hors-service;;;;;48.052637, -1.717477;
1864270656;1864270656;Hors-service;;;;;48.053836, -1.721067;
-971440672;-971440672;Hors-service;;;;;48.052394, -1.717469;
-227463492;-227463492;Hors-service;;;;;48.146958, -1.705945;
2046677652;2046677652;Hors-service;;;;;48.052717, -1.716597;
-606626680;-606626680;Hors-service;;;;;48.052638, -1.608517;
1231792476;1231792476;Hors-service;;;;;48.096397, -1.625157;
-2065882648;-2065882648;Hors-service;;;;;48.052633, -1.71667;
-424219684;-424219684;Hors-service;;;;;48.049913, -1.599151;
1414199472;1414199472;Hors-service;;;;;48.096958, -1.626269;
-1701068656;-1701068656;Hors-service;;;;;48.0524, -1.717308;
-241812688;-241812688;Hors-service;;;;;48.052876, -1.716907;
1596606468;1596606468;Hors-service;;;;;48.147592, -1.705867;
-1336254664;-1336254664;Hors-service;;;;;48.050558, -1.861957;
-592277484;-592277484;Hors-service;;;;;48.096717, -1.626194;
-1056697864;-1056697864;Hors-service;;;;;48.146555, -1.706111;
319757496;319757496;En ligne;0052;52;0;Saint-Gilles;48.120258, -1.722144;281
-45056496;-45056496;Hors-service;;;;;48.146956, -1.706672;
-509476876;-509476876;Hors-service;;;;;48.147195, -1.706114;
684571488;684571488;Hors-service;;;;;48.110239, -1.642669;
137350500;137350500;En ligne;0077;77;0;Pacé;48.125453, -1.738915;77
-327069880;-327069880;En ligne;0055;55;1;Rennes;48.0729, -1.853197;-802
866978484;866978484;Hors-service;;;;;48.096713, -1.625387;
502164492;502164492;Hors-service;;;;;48.1472, -1.705306;
-144662884;-144662884;En ligne;0075;75;0;Rennes;48.041438, -1.553317;179
1961420460;1961420460;Hors-service;;;;;48.147193, -1.70571;
1049385480;1049385480;Hors-service;;;;;48.097195, -1.624352;
402558104;402558104;En ligne;0054;54;0;Le Rheu / Cintré;48.108069, -1.713854;171
584965100;584965100;Hors-service;;;;;48.096719, -1.625226;
1779013464;1779013464;Hors-service;;;;;48.096792, -1.624748;
767372096;767372096;Hors-service;;;;;48.096474, -1.624585;
2044221068;2044221068;Hors-service;;;;;48.096159, -1.625715;
-1421511856;-1421511856;En ligne;0083;83;0;Betton;48.180507, -1.636359;321
949779092;949779092;Inconnu;;;;;48.105515, -1.665712;
1314593084;1314593084;Hors-service;;;;;48.096078, -1.62595;
1132186088;1132186088;En ligne;0073;73;1;Rennes;48.049581, -1.608076;384
1497000080;1497000080;En ligne;0062;62;1;Rennes;48.038477, -1.602511;179
1861814072;1861814072;Inconnu;;;;;48.097279, -1.626109;
1679407076;1679407076;Hors-service;;;;;48.097038, -1.624917;
-1885932236;-1885932236;En ligne;0054;54;1;Rennes;48.096725, -1.774126;201
1426092084;1426092084;Hors-service;;;;;48.110317, -1.642756;
1608499080;1608499080;Hors-service;;;;;48.110316, -1.641626;
