Timestamp;Bus (ID);Bus (numéro);Etat;Ligne (ID);Ligne (nom court);Code du sens;Destination;Coordonnées;Avance / Retard
2024-07-22 11:06:02.745024;778817764;778817764;Hors-service;;;;;48.110794, -1.643229;
2024-07-22 11:06:02.745024;961224766;961224766;Hors-service;;;;;48.109915, -1.642667;
2024-07-22 11:06:02.745024;15578760;15578760;Hors-service;;;;;48.063915, -1.701471;
2024-07-22 11:06:02.745024;1690852774;1690852774;Hors-service;;;;;48.110476, -1.642838;
2024-07-22 11:06:02.745024;1508445772;1508445772;Hors-service;;;;;48.111354, -1.644113;
2024-07-22 11:06:02.745024;1292427774;1292427774;Hors-service;;;;;48.063753, -1.701228;
2024-07-22 11:06:02.745024;-1874486514;-1874486514;Hors-service;;;;;48.110077, -1.642668;
2024-07-22 11:06:02.745024;-349235244;-349235244;Hors-service;;;;;48.064713, -1.703156;
2024-07-22 11:06:02.745024;1839648780;1839648780;En ligne;0010;10;1;Beaulieu Chimie;48.10355, -1.711903;-12
2024-07-22 11:06:02.745024;380392764;380392764;Hors-service;;;;;48.064559, -1.70251;
2024-07-22 11:06:02.745024;197985762;197985762;Hors-service;;;;;48.064801, -1.702989;
2024-07-22 11:06:02.745024;-1908097510;-1908097510;En ligne;0013;13;0;Porte de Ker Lann;48.087576, -1.646126;110
2024-07-22 11:06:02.745024;562799766;562799766;Hors-service;;;;;48.063837, -1.701397;
2024-07-22 11:06:02.745024;1657241778;1657241778;Hors-service;;;;;48.109676, -1.642996;
2024-07-22 11:06:02.745024;-1178469502;-1178469502;Hors-service;;;;;48.110641, -1.643229;
2024-07-22 11:06:02.745024;745206768;745206768;Hors-service;;;;;48.064314, -1.702986;
2024-07-22 11:06:02.745024;-2090504512;-2090504512;Hors-service;;;;;48.109674, -1.642834;
2024-07-22 11:06:02.745024;-996062500;-996062500;En ligne;0011;11;0;Roazhon Park;48.105653, -1.672924;70
2024-07-22 11:06:02.745024;927613770;927613770;Hors-service;;;;;48.064957, -1.702909;
2024-07-22 11:06:02.745024;-1360876504;-1360876504;Hors-service;;;;;48.109835, -1.643077;
2024-07-22 11:06:02.745024;-813655498;-813655498;Hors-service;;;;;48.109755, -1.642357;
2024-07-22 11:06:02.745024;1110020772;1110020772;Hors-service;;;;;48.064392, -1.703073;
2024-07-22 11:06:02.745024;-448841494;-448841494;En ligne;0011;11;1;La Poterie;48.10616, -1.729323;135
2024-07-22 11:06:02.745024;-631248496;-631248496;En ligne;0013;13;1;Chantepie;48.089495, -1.705833;-93
2024-07-22 11:06:02.745024;1474834776;1474834776;Hors-service;;;;;48.109676, -1.642996;
2024-07-22 11:06:02.745024;-266434492;-266434492;En ligne;0011;11;0;ZI Ouest;48.104109, -1.728547;60
2024-07-22 11:06:02.745024;98379512;98379512;Hors-service;;;;;48.110312, -1.642191;
2024-07-22 11:06:02.745024;2022055782;2022055782;En ligne;0012;12;0;La Poterie;48.121274, -1.705554;0
2024-07-22 11:06:02.745024;280786514;280786514;En ligne;0032;32;0;Alma Sud;48.128385, -1.672526;193
2024-07-22 11:06:02.745024;463193516;463193516;En ligne;0050;50;1;Thorigné;48.132556, -1.619316;38
2024-07-22 11:06:02.745024;-1725690508;-1725690508;En ligne;0010;10;0;Porte de Cleunay;48.11627, -1.665693;153
2024-07-22 11:06:02.745024;1375228526;1375228526;En ligne;0010;10;0;Porte de Cleunay;48.117114, -1.634025;0
2024-07-22 11:06:02.745024;645600518;645600518;En ligne;0014;14;0;Roazhon Park;48.134053, -1.694116;85
2024-07-22 11:06:02.745024;-1543283506;-1543283506;Hors-service;;;;;48.109674, -1.642592;
2024-07-22 11:06:02.745024;1740042530;1740042530;Hors-service;;;;;48.109919, -1.643233;
2024-07-22 11:06:02.745024;1557635528;1557635528;Hors-service;;;;;48.109754, -1.641711;
2024-07-22 11:06:02.745024;-84027490;-84027490;Hors-service;;;;;48.111201, -1.644113;
2024-07-22 11:06:02.745024;-2007703760;-2007703760;Hors-service;;;;;48.111279, -1.643958;
2024-07-22 11:06:02.745024;-1460482754;-1460482754;En ligne;0050;50;0;Cesson-Viasilva;48.155355, -1.573235;42
2024-07-22 11:06:02.745024;828007520;828007520;Hors-service;;;;;48.109757, -1.641873;
2024-07-22 11:06:02.745024;-1825296758;-1825296758;En ligne;0011;11;1;La Poterie;48.104717, -1.665601;-2
2024-07-22 11:06:02.745024;-913261748;-913261748;Hors-service;;;;;48.109915, -1.642667;
2024-07-22 11:06:02.745024;1010414522;1010414522;Hors-service;;;;;48.109757, -1.641873;
2024-07-22 11:06:02.745024;-1642889756;-1642889756;Hors-service;;;;;48.11024, -1.641955;
2024-07-22 11:06:02.745024;-117638486;-117638486;Hors-service;;;;;48.110157, -1.641315;
2024-07-22 11:06:02.745024;1192821524;1192821524;Hors-service;;;;;48.110478, -1.641626;
2024-07-22 11:06:02.745024;-1095668750;-1095668750;Hors-service;;;;;48.10992, -1.642748;
2024-07-22 11:06:02.745024;1888838536;1888838536;En ligne;0006;C6;0;Aéroport;48.098725, -1.694126;168
2024-07-22 11:06:02.745024;1922449532;1922449532;En ligne;0011;11;0;ZI Ouest;48.102955, -1.622071;-56
2024-07-22 11:06:02.745024;-730854746;-730854746;En ligne;0064;64;1;Acigné;48.128243, -1.608612;203
2024-07-22 11:06:02.745024;-1494093750;-1494093750;Hors-service;;;;;48.110473, -1.642676;
2024-07-22 11:06:02.745024;2104856534;2104856534;Hors-service;;;;;48.110959, -1.644751;
2024-07-22 11:06:02.745024;-1029673496;-1029673496;Hors-service;;;;;48.07984, -1.734838;
2024-07-22 11:06:02.745024;-1311686748;-1311686748;Hors-service;;;;;48.115596, -1.578111;
2024-07-22 11:06:02.745024;-1278075752;-1278075752;En ligne;0034;34;1;ZA Saint-Sulpice;48.129769, -1.630383;183
2024-07-22 11:06:02.745024;-847266494;-847266494;Hors-service;;;;;48.11, -1.641867;
2024-07-22 11:06:02.745024;-946872744;-946872744;Hors-service;;;;;48.115753, -1.577788;
2024-07-22 11:06:02.745024;2071245538;2071245538;En ligne;0006;C6;0;Aéroport;48.113435, -1.590347;0
2024-07-22 11:06:02.745024;-664859492;-664859492;Hors-service;;;;;48.11024, -1.640596;
2024-07-22 11:06:02.745024;329976270;329976270;Hors-service;;;;;48.108957, -1.642031;
2024-07-22 11:06:02.745024;-2041314756;-2041314756;En ligne;0006;C6;0;Aéroport;48.110115, -1.67021;-19
2024-07-22 11:06:02.745024;-482452490;-482452490;Hors-service;;;;;48.081915, -1.633791;
2024-07-22 11:06:02.745024;512383272;512383272;Hors-service;;;;;48.108955, -1.641385;
2024-07-22 11:06:02.745024;-1858907754;-1858907754;Hors-service;;;;;48.11088, -1.643546;
2024-07-22 11:06:02.745024;64768516;64768516;Hors-service;;;;;48.110233, -1.640986;
2024-07-22 11:06:02.745024;1059604278;1059604278;Hors-service;;;;;48.108955, -1.641627;
2024-07-22 11:06:02.745024;-1129279746;-1129279746;Hors-service;;;;;48.115034, -1.578197;
2024-07-22 11:06:02.745024;247175518;247175518;Hors-service;;;;;48.110234, -1.640515;
2024-07-22 11:06:02.745024;1424418282;1424418282;Hors-service;;;;;48.115834, -1.577553;
2024-07-22 11:06:02.745024;-582058740;-582058740;Hors-service;;;;;48.1104, -1.644756;
2024-07-22 11:06:02.745024;-1676500752;-1676500752;En ligne;0006;C6;1;Cesson-Sévigné;48.098953, -1.693392;37
2024-07-22 11:06:02.745024;1225205782;1225205782;Hors-service;;;;;48.110553, -1.641552;
2024-07-22 11:06:02.745024;-399651738;-399651738;Hors-service;;;;;48.114236, -1.580187;
2024-07-22 11:06:02.745024;-764465742;-764465742;En ligne;0006;C6;1;Cesson-Sévigné;48.075957, -1.715927;-24
2024-07-22 11:06:02.745024;-1345297744;-1345297744;En ligne;0012;12;1;Villejean-U;48.135618, -1.69307;-55
2024-07-22 11:06:02.745024;-217244736;-217244736;Hors-service;;;;;48.108876, -1.642037;
2024-07-22 11:06:02.745024;-34837734;-34837734;Hors-service;;;;;48.108952, -1.641465;
2024-07-22 11:06:02.745024;-615669736;-615669736;Hors-service;;;;;48.115675, -1.578185;
2024-07-22 11:06:02.745024;1242011280;1242011280;Hors-service;;;;;48.108957, -1.642031;
2024-07-22 11:06:02.745024;147569268;147569268;Hors-service;;;;;48.115596, -1.578111;
2024-07-22 11:06:02.745024;478772276;478772276;Hors-service;;;;;48.109596, -1.642747;
2024-07-22 11:06:02.745024;1971639288;1971639288;Hors-service;;;;;48.108958, -1.641789;
2024-07-22 11:06:02.745024;-51643232;-51643232;Hors-service;;;;;48.109673, -1.643077;
2024-07-22 11:06:02.745024;661179278;661179278;Hors-service;;;;;48.110879, -1.644031;
2024-07-22 11:06:02.745024;-1958514004;-1958514004;Hors-service;;;;;48.109035, -1.641876;
2024-07-22 11:06:02.745024;677984776;677984776;Hors-service;;;;;48.079999, -1.73539;
2024-07-22 11:06:02.745024;843586280;843586280;En ligne;0012;12;1;Villejean-U;48.118011, -1.675216;71
2024-07-22 11:06:02.745024;-1776107002;-1776107002;Hors-service;;;;;48.115512, -1.578426;
2024-07-22 11:06:02.745024;-1162890742;-1162890742;Hors-service;;;;;48.115118, -1.578352;
2024-07-22 11:06:02.745024;-1627310996;-1627310996;Hors-service;;;;;48.114395, -1.579797;
2024-07-22 11:06:02.745024;1042798780;1042798780;Hors-service;;;;;48.110077, -1.642426;
2024-07-22 11:06:02.745024;-980483740;-980483740;En ligne;0012;12;0;La Poterie;48.116187, -1.674153;56
2024-07-22 11:06:02.745024;1009187784;1009187784;Hors-service;;;;;48.110153, -1.640508;
2024-07-22 11:06:02.745024;1590019786;1590019786;En ligne;0056;56;0;Chavagne;48.105755, -1.677388;0
2024-07-22 11:06:02.745024;1573214288;1573214288;En ligne;0012;12;0;La Poterie;48.095022, -1.661623;48
2024-07-22 11:06:02.745024;-1860134492;-1860134492;Hors-service;;;;;48.111113, -1.644038;
2024-07-22 11:06:02.745024;-798076738;-798076738;Hors-service;;;;;48.115913, -1.577627;
2024-07-22 11:06:02.745024;1755621290;1755621290;En ligne;0012;12;0;La Poterie;48.135605, -1.692934;-23
2024-07-22 11:06:02.745024;-1677727490;-1677727490;Hors-service;;;;;48.109835, -1.641476;
2024-07-22 11:06:02.745024;1025993282;1025993282;En ligne;0012;12;1;Villejean-U;48.087352, -1.642676;0
2024-07-22 11:06:02.745024;2120435294;2120435294;Hors-service;;;;;48.109201, -1.642026;
2024-07-22 11:06:02.745024;-1495320488;-1495320488;En ligne;0032;32;1;Saint-Grégoire;48.128177, -1.682512;226
2024-07-22 11:06:02.745024;1938028292;1938028292;Inconnu;0012;12;0;La Poterie;48.098875, -1.675635;
2024-07-22 11:06:02.745024;-1992125000;-1992125000;Hors-service;;;;;48.109194, -1.641958;
2024-07-22 11:06:02.745024;-948099482;-948099482;Hors-service;;;;;48.111033, -1.643788;
2024-07-22 11:06:02.745024;-1444903994;-1444903994;Hors-service;;;;;48.109192, -1.641796;
2024-07-22 11:06:02.745024;1191594786;1191594786;Hors-service;;;;;48.110236, -1.640676;
2024-07-22 11:06:02.745024;146342530;146342530;Hors-service;;;;;48.063675, -1.701154;
2024-07-22 11:06:02.745024;1374001788;1374001788;Hors-service;;;;;48.110878, -1.644515;
2024-07-22 11:06:02.745024;1921222794;1921222794;Hors-service;;;;;48.111201, -1.644113;
2024-07-22 11:06:02.745024;328749532;328749532;Hors-service;;;;;48.063678, -1.701073;
2024-07-22 11:06:02.745024;1556408790;1556408790;Hors-service;;;;;48.110319, -1.641545;
2024-07-22 11:06:02.745024;2070018800;2070018800;En ligne;0013;13;0;Porte de Ker Lann;48.080253, -1.715583;276
2024-07-22 11:06:02.745024;-616896474;-616896474;En ligne;0002;C2;0;Haut Sancé;48.087719, -1.639546;113
2024-07-22 11:06:02.745024;2103629796;2103629796;Hors-service;;;;;48.110474, -1.642191;
2024-07-22 11:06:02.745024;-1312913486;-1312913486;En ligne;0032;32;1;Saint-Grégoire;48.084903, -1.682202;7
2024-07-22 11:06:02.745024;-69675468;-69675468;En ligne;0001;C1;1;Cesson-Viasilva;48.105278, -1.665341;-129
2024-07-22 11:06:02.745024;-2008930498;-2008930498;Hors-service;;;;;48.110873, -1.644192;
2024-07-22 11:06:02.745024;-583285478;-583285478;En ligne;0014;14;0;Roazhon Park;48.1182, -1.634618;6
2024-07-22 11:06:02.745024;842359542;842359542;Hors-service;;;;;48.11064, -1.641869;
2024-07-22 11:06:02.745024;-2042541494;-2042541494;En ligne;0064;64;0;Cesson-Viasilva;48.139317, -1.560049;110
2024-07-22 11:06:02.745024;-218471474;-218471474;Hors-service;;;;;48.109915, -1.641065;
2024-07-22 11:06:02.745024;1571987550;1571987550;En ligne;0002;C2;1;Saint-Grégoire;48.103092, -1.661797;95
2024-07-22 11:06:02.745024;-1130506484;-1130506484;En ligne;0006;C6;1;Cesson-Sévigné;48.110078, -1.663181;110
2024-07-22 11:06:02.745024;-36064472;-36064472;Hors-service;;;;;48.063675, -1.701154;
2024-07-22 11:06:02.745024;1936801554;1936801554;Hors-service;;;;;48.110714, -1.64411;
2024-07-22 11:06:02.745024;-765692480;-765692480;Hors-service;;;;;48.109836, -1.641233;
2024-07-22 11:06:02.745024;477545538;477545538;Hors-service;;;;;48.110476, -1.644426;
2024-07-22 11:06:02.745024;-1628537734;-1628537734;En ligne;0005;C5;1;Saint-Laurent;48.084313, -1.692025;0
2024-07-22 11:06:02.745024;-400878476;-400878476;Hors-service;;;;;48.109833, -1.641072;
2024-07-22 11:06:02.745024;1024766544;1024766544;En ligne;0007;C7;0;Bruz;48.024591, -1.75708;175
2024-07-22 11:06:02.745024;-1081316728;-1081316728;Hors-service;;;;;48.110555, -1.643558;
2024-07-22 11:06:02.745024;-799303476;-799303476;En ligne;0006;C6;1;Cesson-Sévigné;48.123521, -1.602115;-13
2024-07-22 11:06:02.745024;1207173546;1207173546;En ligne;0005;C5;0;Lycée Bréquigny;48.138716, -1.659071;0
2024-07-22 11:06:02.745024;-351688720;-351688720;En ligne;0007;C7;1;St-Jacques-Gaîté;48.029579, -1.758577;-29
2024-07-22 11:06:02.745024;-252082470;-252082470;Hors-service;;;;;48.110479, -1.644588;
2024-07-22 11:06:02.745024;1754394552;1754394552;Hors-service;;;;;48.111197, -1.644193;
2024-07-22 11:06:02.745024;-169281718;-169281718;En ligne;0002;C2;0;Haut Sancé;48.108272, -1.677786;106
2024-07-22 11:06:02.745024;112731534;112731534;En ligne;0001;C1;1;Cesson-Viasilva;48.109884, -1.674201;162
2024-07-22 11:06:02.745024;-1993351738;-1993351738;Hors-service;;;;;48.110552, -1.643867;
2024-07-22 11:06:02.745024;560346290;560346290;En ligne;0002;C2;0;Haut Sancé;48.156115, -1.671304;41
2024-07-22 11:06:02.745024;659952540;659952540;En ligne;0003;C3;0;Henri Fréville;48.124032, -1.668183;107
2024-07-22 11:06:02.745024;-1446130732;-1446130732;Hors-service;;;;;48.110636, -1.643794;
2024-07-22 11:06:02.745024;1107567296;1107567296;En ligne;0013;13;1;Chantepie;48.087574, -1.653499;338
2024-07-22 11:06:02.745024;1389580548;1389580548;Hors-service;;;;;48.110319, -1.641787;
2024-07-22 11:06:02.745024;195532286;195532286;Hors-service;;;;;48.110474, -1.643793;
2024-07-22 11:06:02.745024;1472381300;1472381300;En ligne;0004;C4;1;ZA Saint-Sulpice;48.109862, -1.670672;181
2024-07-22 11:06:02.745024;2119208556;2119208556;Hors-service;;;;;48.11112, -1.643634;
2024-07-22 11:06:02.745024;377939288;377939288;En ligne;0004;C4;0;Grand Quartier;48.12828, -1.693306;205
2024-07-22 11:06:02.745024;-998515976;-998515976;Hors-service;;;;;48.110073, -1.642991;
2024-07-22 11:06:02.745024;-1810944736;-1810944736;Hors-service;;;;;48.110555, -1.643787;
2024-07-22 11:06:02.745024;742753292;742753292;En ligne;0005;C5;1;Saint-Laurent;48.105738, -1.681438;-86
2024-07-22 11:06:02.745024;79120538;79120538;Hors-service;;;;;48.110236, -1.642507;
2024-07-22 11:06:02.745024;-898909726;-898909726;En ligne;0005;C5;0;Lycée Bréquigny;48.131215, -1.652027;118
2024-07-22 11:06:02.745024;925160294;925160294;Hors-service;;;;;48.110319, -1.643389;
2024-07-22 11:06:02.745024;443934542;443934542;Hors-service;;;;;48.064, -1.701156;
2024-07-22 11:06:02.745024;-716502724;-716502724;En ligne;0001;C1;0;Chantepie;48.09203, -1.628488;303
2024-07-22 11:06:02.745024;1289974298;1289974298;Hors-service;;;;;48.110313, -1.643308;
2024-07-22 11:06:02.745024;1355969552;1355969552;Hors-service;;;;;48.064715, -1.70243;
2024-07-22 11:06:02.745024;13125284;13125284;Hors-service;;;;;48.109995, -1.643145;
2024-07-22 11:06:02.745024;2019602306;2019602306;En ligne;0001;C1;0;Chantepie;48.118283, -1.670852;-9
2024-07-22 11:06:02.745024;1720783556;1720783556;Hors-service;;;;;48.064794, -1.70315;
2024-07-22 11:06:02.745024;1654788302;1654788302;Hors-service;;;;;48.111195, -1.644031;
2024-07-22 11:06:02.745024;-2092957988;-2092957988;Hors-service;;;;;48.110078, -1.643314;
2024-07-22 11:06:02.745024;-1662148730;-1662148730;Hors-service;;;;;48.11064, -1.641869;
2024-07-22 11:06:02.745024;1837195304;1837195304;En ligne;0003;C3;0;Henri Fréville;48.105589, -1.67771;228
2024-07-22 11:06:02.745024;-1910550986;-1910550986;En ligne;0004;C4;1;ZA Saint-Sulpice;48.109793, -1.69869;116
2024-07-22 11:06:02.745024;-1114927724;-1114927724;En ligne;0014;14;1;Beaulieu Chimie;48.108369, -1.712225;4
2024-07-22 11:06:02.745024;-1728143984;-1728143984;En ligne;0002;C2;1;Saint-Grégoire;48.096499, -1.637007;40
2024-07-22 11:06:02.745024;-1545736982;-1545736982;Hors-service;;;;;48.110076, -1.643152;
2024-07-22 11:06:02.745024;161921290;161921290;Hors-service;;;;;48.11, -1.641638;
2024-07-22 11:06:02.745024;-1363329980;-1363329980;Hors-service;;;;;48.110241, -1.643315;
2024-07-22 11:06:02.745024;-1180922978;-1180922978;Hors-service;;;;;48.111197, -1.644193;
2024-07-22 11:06:02.745024;344328292;344328292;Hors-service;;;;;48.052953, -1.717465;
2024-07-22 11:06:02.745024;-816108974;-816108974;En ligne;0002;C2;1;Saint-Grégoire;48.11199, -1.693111;210
2024-07-22 11:06:02.745024;-451294970;-451294970;En ligne;0004;C4;1;ZA Saint-Sulpice;48.130494, -1.631443;111
2024-07-22 11:06:02.745024;526735294;526735294;Hors-service;;;;;48.109999, -1.64075;
2024-07-22 11:06:02.745024;-633701972;-633701972;En ligne;0004;C4;1;ZA Saint-Sulpice;48.128797, -1.69548;37
2024-07-22 11:06:02.745024;626341544;626341544;Hors-service;;;;;48.064794, -1.70315;
2024-07-22 11:06:02.745024;891549298;891549298;Hors-service;;;;;48.110073, -1.641389;
2024-07-22 11:06:02.745024;1538376554;1538376554;Hors-service;;;;;48.064398, -1.703155;
2024-07-22 11:06:02.745024;1173562550;1173562550;Hors-service;;;;;48.064873, -1.702753;
2024-07-22 11:06:02.745024;1073956300;1073956300;Hors-service;;;;;48.110077, -1.642668;
2024-07-22 11:06:02.745024;1903190558;1903190558;Hors-service;;;;;48.064801, -1.702989;
2024-07-22 11:06:02.745024;2085597560;2085597560;Hors-service;;;;;48.064801, -1.702989;
2024-07-22 11:06:02.745024;1438770304;1438770304;En ligne;0014;14;1;Beaulieu Chimie;48.133107, -1.656839;-142
2024-07-22 11:06:02.745024;-1844555732;-1844555732;Hors-service;;;;;48.063676, -1.700912;
2024-07-22 11:06:02.745024;-2026962734;-2026962734;Hors-service;;;;;48.064712, -1.70251;
2024-07-22 11:06:02.745024;1322358556;1322358556;Hors-service;;;;;48.064237, -1.701069;
2024-07-22 11:06:02.745024;-932520722;-932520722;Hors-service;;;;;48.11, -1.641867;
2024-07-22 11:06:02.745024;-1479741728;-1479741728;Hors-service;;;;;48.110312, -1.641948;
2024-07-22 11:06:02.745024;1504765558;1504765558;Hors-service;;;;;48.064798, -1.702827;
2024-07-22 11:06:02.745024;-567706718;-567706718;Hors-service;;;;;48.110557, -1.641229;
2024-07-22 11:06:02.745024;-1297334726;-1297334726;Hors-service;;;;;48.109994, -1.642028;
2024-07-22 11:06:02.745024;2051986564;2051986564;Hors-service;;;;;48.064154, -1.700914;
2024-07-22 11:06:02.745024;-202892714;-202892714;Hors-service;;;;;48.11, -1.641638;
2024-07-22 11:06:02.745024;-385299716;-385299716;Hors-service;;;;;48.109994, -1.641786;
2024-07-22 11:06:02.745024;-2060573730;-2060573730;Hors-service;;;;;48.064153, -1.701385;
2024-07-22 11:06:02.745024;709142296;709142296;Hors-service;;;;;48.110237, -1.642036;
2024-07-22 11:06:02.745024;-20485712;-20485712;En ligne;0006;C6;0;Aéroport;48.021124, -1.663833;153
2024-07-22 11:06:02.745024;-1695759726;-1695759726;En ligne;0007;C7;0;Bruz;48.072748, -1.71256;7
2024-07-22 11:06:02.745024;1256363302;1256363302;En ligne;0003;C3;1;Patton;48.11706, -1.673961;-39
2024-07-22 11:06:02.745024;957544552;957544552;Hors-service;;;;;48.063677, -1.700428;
2024-07-22 11:06:02.745024;-601317714;-601317714;En ligne;0005;C5;0;Lycée Bréquigny;48.1388, -1.659227;0
2024-07-22 11:06:02.745024;1139951554;1139951554;Hors-service;;;;;48.064234, -1.701392;
2024-07-22 11:06:02.745024;1687172560;1687172560;Hors-service;;;;;48.064954, -1.702989;
2024-07-22 11:06:02.745024;-418910712;-418910712;En ligne;0005;C5;0;Lycée Bréquigny;48.110403, -1.655645;215
2024-07-22 11:06:02.745024;-1878166728;-1878166728;Hors-service;;;;;48.064476, -1.703229;
2024-07-22 11:06:02.745024;1869579562;1869579562;Hors-service;;;;;48.064713, -1.703156;
2024-07-22 11:06:02.745024;310717296;310717296;Hors-service;;;;;48.064079, -1.700746;
2024-07-22 11:06:02.745024;-1330945722;-1330945722;En ligne;0002;C2;1;Saint-Grégoire;48.143101, -1.686462;345
2024-07-22 11:06:02.745024;-1513352724;-1513352724;En ligne;0004;C4;0;Grand Quartier;48.113085, -1.701123;40
2024-07-22 11:06:02.745024;675531300;675531300;Hors-service;;;;;48.063995, -1.70059;
2024-07-22 11:06:02.745024;-783724716;-783724716;Hors-service;;;;;48.110638, -1.642825;
2024-07-22 11:06:02.745024;-1148538720;-1148538720;En ligne;0007;C7;1;St-Jacques-Gaîté;48.08934, -1.705886;70
2024-07-22 11:06:02.745024;1222752306;1222752306;Hors-service;;;;;48.064716, -1.703075;
2024-07-22 11:06:02.745024;-236503710;-236503710;En ligne;0001;C1;0;Chantepie;48.104383, -1.669259;1
2024-07-22 11:06:02.745024;-966131718;-966131718;Hors-service;;;;;48.110074, -1.642506;
2024-07-22 11:06:02.745024;1587566310;1587566310;Hors-service;;;;;48.063916, -1.700987;
2024-07-22 11:06:02.745024;1040345304;1040345304;Hors-service;;;;;48.064876, -1.702915;
2024-07-22 11:06:02.745024;-54096708;-54096708;En ligne;0006;C6;0;Aéroport;48.070226, -1.712712;250
2024-07-22 11:06:02.745024;1952380314;1952380314;Hors-service;;;;;48.064478, -1.702274;
2024-07-22 11:06:02.745024;-1430551972;-1430551972;Hors-service;;;;;48.06472, -1.701865;
2024-07-22 11:06:02.745024;493124298;493124298;En ligne;0003;C3;1;Patton;48.094349, -1.681761;91
2024-07-22 11:06:02.745024;2134787316;2134787316;Hors-service;;;;;48.064312, -1.702596;
2024-07-22 11:06:02.745024;-1248144970;-1248144970;Hors-service;;;;;48.063837, -1.700267;
2024-07-22 11:06:02.745024;857938302;857938302;Hors-service;;;;;48.063914, -1.700825;
2024-07-22 11:06:02.745024;-1977772978;-1977772978;Hors-service;;;;;48.063996, -1.701236;
2024-07-22 11:06:02.745024;-1065737968;-1065737968;Hors-service;;;;;48.06384, -1.700187;
2024-07-22 11:06:02.745024;1405159308;1405159308;Hors-service;;;;;48.063914, -1.700355;
2024-07-22 11:06:02.745024;-1795365976;-1795365976;Hors-service;;;;;48.111273, -1.644106;
2024-07-22 11:06:02.745024;-700923964;-700923964;Hors-service;;;;;48.064394, -1.700989;
2024-07-22 11:06:02.745024;1769973312;1769973312;Hors-service;;;;;48.063919, -1.700907;
2024-07-22 11:06:02.745024;-518516962;-518516962;Hors-service;;;;;48.064394, -1.700989;
2024-07-22 11:06:02.745024;-153702958;-153702958;Hors-service;;;;;48.064313, -1.700753;
2024-07-22 11:06:02.745024;-1612958974;-1612958974;Hors-service;;;;;48.110315, -1.64211;
2024-07-22 11:06:02.745024;211111046;211111046;Hors-service;;;;;48.064639, -1.702746;
2024-07-22 11:06:02.745024;758332052;758332052;Hors-service;;;;;48.064713, -1.702026;
2024-07-22 11:06:02.745024;-883330966;-883330966;Hors-service;;;;;48.063758, -1.700435;
2024-07-22 11:06:02.745024;393518048;393518048;Hors-service;;;;;48.064555, -1.70259;
2024-07-22 11:06:02.745024;1487960060;1487960060;Hors-service;;;;;48.064077, -1.700356;
2024-07-22 11:06:02.745024;-336109960;-336109960;Hors-service;;;;;48.064716, -1.703075;
2024-07-22 11:06:02.745024;940739054;940739054;En ligne;0001;C1;1;Cesson-Viasilva;48.127881, -1.639884;172
2024-07-22 11:06:02.745024;-1894972226;-1894972226;Hors-service;;;;;48.064801, -1.702989;
2024-07-22 11:06:02.745024;28704044;28704044;Hors-service;;;;;48.064316, -1.700673;
2024-07-22 11:06:02.745024;1123146056;1123146056;Hors-service;;;;;48.064152, -1.700268;
2024-07-22 11:06:02.745024;-1347751220;-1347751220;Hors-service;;;;;48.109592, -1.643069;
2024-07-22 11:06:02.745024;575925050;575925050;Hors-service;;;;;48.111752, -1.680275;
2024-07-22 11:06:02.745024;1305553058;1305553058;En ligne;0005;C5;0;Lycée Bréquigny;48.10426, -1.684618;202
2024-07-22 11:06:02.745024;-618123212;-618123212;Hors-service;;;;;48.109995, -1.641072;
2024-07-22 11:06:02.745024;2035181066;2035181066;Hors-service;;;;;48.064793, -1.702275;
2024-07-22 11:06:02.745024;1670367062;1670367062;Hors-service;;;;;48.064797, -1.701953;
2024-07-22 11:06:02.745024;2018375568;2018375568;Hors-service;;;;;48.147434, -1.706432;
2024-07-22 11:06:02.745024;-2077379228;-2077379228;En ligne;0004;C4;0;Grand Quartier;48.110107, -1.66994;119
2024-07-22 11:06:02.745024;1852774064;1852774064;En ligne;0001;C1;1;Cesson-Viasilva;48.085617, -1.603765;10
2024-07-22 11:06:02.745024;-1911777724;-1911777724;Hors-service;;;;;48.146952, -1.705877;
2024-07-22 11:06:02.745024;1471154562;1471154562;Hors-service;;;;;48.110797, -1.642677;
2024-07-22 11:06:02.745024;-1712565224;-1712565224;En ligne;0001;C1;0;Chantepie;48.132375, -1.620472;27
2024-07-22 11:06:02.745024;-634928710;-634928710;En ligne;0076;76;1;Rennes;48.11884, -1.746439;194
2024-07-22 11:06:02.745024;-1729370722;-1729370722;Hors-service;;;;;48.146958, -1.705716;
2024-07-22 11:06:02.745024;-1530158222;-1530158222;En ligne;0005;C5;1;Saint-Laurent;48.108104, -1.698997;38
2024-07-22 11:06:02.745024;-87707704;-87707704;Hors-service;;;;;48.146959, -1.705474;
2024-07-22 11:06:02.745024;-452521708;-452521708;En ligne;0081;81;0;Clayes-Romillé;48.139689, -1.772813;58
2024-07-22 11:06:02.745024;-1165344218;-1165344218;En ligne;0003;C3;0;Henri Fréville;48.138714, -1.665953;0
2024-07-22 11:06:02.745024;-469327206;-469327206;Hors-service;;;;;48.09944, -1.632838;
2024-07-22 11:06:02.745024;-270114706;-270114706;Hors-service;;;;;48.146953, -1.705392;
2024-07-22 11:06:02.745024;-982937216;-982937216;En ligne;0003;C3;1;Patton;48.087916, -1.674666;0
2024-07-22 11:06:02.745024;625114806;625114806;Hors-service;;;;;48.097273, -1.624669;
